,id,seeker_post,response_post,ER_label,IP_label,EX_label,conv_type
3169,3169,"""when the mobs of protesters declare 'black lives matter,' does that mean all black lives matter — or only the less than one percent of black lives lost in conflicts with police?"" - thomas sowell","kenny is an extremist, pay him no attention. he wants the world to end. that's what kinda church he believes in.",0,0,0,between
3170,3170,"""when the mobs of protesters declare 'black lives matter,' does that mean all black lives matter — or only the less than one percent of black lives lost in conflicts with police?"" - thomas sowell","“i’m automatically attracted to beautiful women — i just start kissing them, it’s like a magnet. just kiss. i don’t even wait. and when you’re a star, they let you do it. you can do anything,"" he said in the 2005 conversation. ""grab 'em by the pussy.""",0,2,0,between
3171,3171,"according to him, he's a criminal.",you are aware his absentee ballot is a very different thing than the “mass mail” ballots that have even been sent to dogs.. right?,0,0,2,between
3172,3172,why not show tx and fl in red? anyone really believe biden will carry either one of them?,nope. and the fact that pennsylvania and minnesota are swing states tells you all you need to know. ohio isn't even considered a swing state anymore.  democrats have lost the midwest,0,0,0,within
3173,3173,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3174,3174,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3175,3175,"is it me, or is he really not looking forward to returning to the wh? he should resign if heynot happy with his job.","he isn’t happy at all that’s why he leaves. we are in the middle of a pandemic, with a crippled economy, and stimulus bill conversations happening. and he golfs. it’s clear he doesn’t want the job, but he is afraid to go to jail or lose power.",0,2,0,within
3176,3176,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3177,3177,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3178,3178,and today he's more like aunt rosemary.,the kennedy family lobotomies became less invasive as time went on.,0,2,0,within
3179,3179,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3180,3180,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3181,3181,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3182,3182,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3183,3183,really? they might be holding areas built by the last administration but they did not lock up children for weeks in them and separatethem from their parents!  you basically are a kidnapper!,"do you really think these kids were all related to the adults who brought them across? hell no! we have a huge child trafficking problem. many kids were recycled and brought across numerous times. if you don't believe, go to the border.",0,0,0,between
3184,3184,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why should hispanics vote for trump after he abandoned them in a hurricane?,0,0,0,between
3185,3185,but it was you who had children snatched from their families and placed in those cages as if they were a threat to us. they came to this country to seek new lives in the us and escape the horror in their home countries.,"there was a huge child trafficking situation at the border. but if this makes you feel better, go ahead....",0,0,0,between
3186,3186,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why would old people vote for trump when he wants them to die of covid for the economy?,0,0,0,between
3187,3187,"who seperated innocent children from their families, and herded them into cages like livestock for indeterminate amounts of time?  that’s the important question.  i could care less who built the cages.",would you rather they sell them to the highest bidder? i mean there is a huge trafficking problem with children. they get recycled and abused. and barrack used and built the cages. he also handed the kids to traffickers.,0,2,2,between
3188,3188,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why would old people vote for trump when he wants them to die of covid for the economy?,0,0,0,between
3189,3189,why not show tx and fl in red? anyone really believe biden will carry either one of them?,why would old people vote for trump when he wants them to die of covid for the economy?,0,0,0,between
3190,3190,"is it me, or is he really not looking forward to returning to the wh? he should resign if heynot happy with his job.",the conundrum of being a malignant depressed narcissist,0,0,0,within
3191,3191,why not show tx and fl in red? anyone really believe biden will carry either one of them?,definitely not,0,0,0,within
3192,3192,why not show tx and fl in red? anyone really believe biden will carry either one of them?,"texas no, but florida yes. he only won it by 1%",0,0,0,between
3193,3193,why not show tx and fl in red? anyone really believe biden will carry either one of them?,"texas no, but florida yes. he only won it by 1%",0,0,0,between
3194,3194,"and not even mention joe biden??? your choice, but...","not her choice, it was a procedural.",0,0,0,within
3195,3195,"curious: john, why did you go to work for trump? or, why didn't you resign soon after you got there?  your integrity seems fuzzy.",yeah not loyal enough to trump.?????,0,0,0,between
3196,3196,"is it me, or is he really not looking forward to returning to the wh? he should resign if heynot happy with his job.",it’s 11:00 and he’s been at it all day! hardest working man on the planet!,0,0,0,between
